name	creation_timestamp	last_push_timestamp	time_between_creation_and_last_push	time_since_creation	time_since_last_push	stargazers_count	watch_count	subscriber_count	open_issues	fork	forks_count	network_count	contributors	contributions	cont_per_0	cont_per_1	cont_per_2	cont_per_3	cont_per_4	cont_per_5	cont_per_6	cont_per_7	cont_per_8	cont_per_9
01org/baytrailaudio	1427297660	1456386491	29088831	261382432	232293601	5	0	0	3	0	6	6	100	131415	0.1	0.04	0.04	0.04	0.03	0.03	0.02	0.02	0.02	0.02
01org/edison-linux	1425598850	1659655007	234056157	263081242	29025085	46	0	0	14	0	51	51	100	147237	0.1	0.04	0.04	0.04	0.02	0.02	0.02	0.02	0.02	0.02
01org/KVMGT-kernel	1417455630	1421290708	3835078	271224462	267389384	40	0	0	21	0	19	19	100	124081	0.1	0.04	0.04	0.04	0.03	0.03	0.02	0.02	0.02	0.02
060411121/zcl_linux	1396345212	1398149151	1803939	292334880	290530941	0	0	0	0	0	0	0	100	127698	0.1	0.04	0.04	0.04	0.03	0.03	0.02	0.02	0.02	0.02
06wj/three.js	1486536492	1688095280	201558788	202143600	584812	1	0	0	0	1	0	34828	100	35848	0.51	0.12	0.05	0.03	0.02	0.02	0.02	0.02	0.02	0.01
0mark/linux-sunxi	1428139613	1399494751	-28644862	260540479	289185341	0	0	0	0	1	0	48740	100	92964	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
0x00evil/linux	1428368778	1428360302	-8476	260311314	260319790	0	0	0	0	1	0	48740	100	144035	0.1	0.04	0.04	0.04	0.02	0.02	0.02	0.02	0.02	0.02
0x00evil/Xiaomi_Kernel_OpenSource	1427808579	1427790357	-18222	260871513	260889735	0	0	0	0	1	0	2839	100	92365	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
0x0all/ROOT	1418563508	1409001400	-9562108	270116584	279678692	0	0	0	0	0	1	1	36	30126	0.28	0.16	0.1	0.07	0.07	0.06	0.05	0.04	0.03	0.03
0x7678/myOpenSC	1422002989	1392378887	-29624102	266677103	296301205	0	0	0	0	1	0	16	25	465	0.37	0.22	0.12	0.1	0.08	0.02	0.01	0.01	0.01	0.01
0x7678/OpenSC	1422002982	1414316967	-7686015	266677110	274363125	0	0	0	0	1	0	675	34	591	0.44	0.17	0.11	0.08	0.06	0.02	0.01	0.01	0.01	0.01
0xadada/homebrew-cask	1422629738	1509479871	86850133	266050354	179200221	0	0	0	0	1	0	10288	100	50969	0.27	0.23	0.1	0.04	0.03	0.03	0.03	0.02	0.02	0.02
0xD34D/android-omap-tuna	1329846573	1325375988	-4470585	358833519	363304104	1	0	0	0	1	0	2	100	80692	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
0xD34D/kernel_amazon_otter	1350748529	1350750729	2200	337931563	337929363	0	0	0	0	0	0	0	100	80699	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
0xD34D/kernel_omap_bowser-common	1374076621	1374088388	11767	314603471	314591704	0	0	0	0	1	1	32	100	80708	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
0xf2/stackalytics	1544895548	1544896461	913	143784544	143783631	0	0	0	0	1	0	256	100	619	0.1	0.05	0.04	0.04	0.04	0.03	0.03	0.02	0.02	0.02
0xfoo/docker	1442348114	1442434755	86641	246331978	246245337	1	0	0	0	1	0	18756	100	11742	0.13	0.11	0.08	0.07	0.06	0.06	0.04	0.04	0.04	0.04
0xMF/pelican	1407256894	1408552945	1296051	281423198	280127147	0	0	0	0	1	0	1818	100	2034	0.34	0.16	0.06	0.03	0.03	0.02	0.02	0.02	0.02	0.01
0xMF/pelican-plugins	1407280826	1408280295	999469	281399266	280399797	0	0	0	0	1	0	873	70	359	0.31	0.07	0.07	0.07	0.05	0.03	0.03	0.03	0.02	0.02
1119553797/sprd-kernel-common	1392347368	1389787840	-2559528	296332724	298892252	1	0	0	0	0	1	1	100	80510	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
117111302/gitignore	1408461502	1408423881	-37621	280218590	280256211	0	0	0	0	1	0	84178	100	764	0.23	0.16	0.13	0.04	0.02	0.02	0.02	0.02	0.02	0.01
11craft/pelican	1337699608	1429813846	92114238	350980484	258866246	1	0	0	0	1	0	1818	100	2162	0.32	0.19	0.06	0.03	0.03	0.02	0.02	0.02	0.02	0.02
11NJ/git-repo	1477142246	1637671633	160529387	211537846	51008459	0	0	0	0	0	0	0	89	721	0.37	0.2	0.16	0.05	0.02	0.02	0.01	0.01	0.01	0.01
12019/Dorimanx-SG2-I9100-Kernel	1393757913	1393721439	-36474	294922179	294958653	0	0	0	0	1	0	111	100	86620	0.09	0.04	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02
12thmantec/novena-linux	1399515859	1439915646	40399787	289164233	248764446	0	0	0	0	1	0	16	100	123773	0.1	0.04	0.04	0.04	0.03	0.03	0.02	0.02	0.02	0.02
130265/Galaxy-S4-Value-Edition-I9515L-Kernel	1471488063	1471562665	74602	217192029	217117427	0	0	0	0	0	0	0	100	93375	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
13k/homebrew-cask	1417702712	1494088609	76385897	270977380	194591483	0	0	0	0	1	0	10288	100	46810	0.3	0.25	0.1	0.04	0.04	0.04	0.02	0.02	0.01	0.01
13W/docker	1392156433	1470304067	78147634	296523659	218376025	1	0	0	0	1	0	18756	100	18074	0.08	0.07	0.07	0.07	0.06	0.05	0.04	0.04	0.04	0.04
13yewebster/gitignore	1428913580	1428696272	-217308	259766512	259983820	0	0	0	0	1	0	84178	100	934	0.33	0.13	0.11	0.03	0.02	0.02	0.01	0.01	0.01	0.01
14rcole/docker	1464292219	1464290939	-1280	224387873	224389153	0	0	0	0	1	0	18756	100	16468	0.09	0.08	0.08	0.07	0.06	0.05	0.05	0.04	0.04	0.04
151706061/DCMTK-ITK	1372237856	1320810924	-51426932	316442236	367869168	0	0	0	0	1	0	9	74	19321	0.27	0.15	0.13	0.05	0.04	0.04	0.03	0.03	0.03	0.03
151706061/ITK	1362709032	1362704728	-4304	325971060	325975364	1	0	0	0	1	0	614	93	21403	0.26	0.14	0.12	0.05	0.05	0.05	0.04	0.03	0.03	0.03
173210/android_kernel_samsung_exynos4210jpn	1369464404	1369468681	4277	319215688	319211411	0	0	0	0	1	0	5	100	80728	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
173210/android_kernel_samsung_smdk4412	1393928277	1393942084	13807	294751815	294738008	0	0	0	0	1	0	519	100	81115	0.09	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02	0.02
173210/linux	1414275379	1454228847	39953468	274404713	234451245	0	0	0	0	0	0	0	100	77614	0.08	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
173210/omnirom_kernel_samsung_smdk4412	1389492597	1391320752	1828155	299187495	297359340	0	0	0	0	1	0	38	100	80899	0.09	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02	0.02
1and1/jenkins	1441008875	1441310896	302021	247671217	247369196	0	0	0	0	1	0	8166	100	11117	0.44	0.19	0.05	0.03	0.03	0.03	0.02	0.02	0.02	0.01
1dot75cm/docker	1425631135	1425612321	-18814	263048957	263067771	0	0	0	0	1	0	18756	100	8704	0.17	0.14	0.07	0.07	0.05	0.05	0.05	0.05	0.04	0.03
1HLtd/linux	1396282918	1426166650	29883732	292397174	262513442	1	0	0	0	0	2	2	100	124077	0.1	0.04	0.04	0.04	0.03	0.03	0.02	0.02	0.02	0.02
1N4148/agni	1436029485	1436031171	1686	252650607	252648921	0	0	0	0	0	0	0	100	81196	0.09	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02	0.02
1N4148/android_kernel_espresso	1423774263	1426007005	2232742	264905829	262673087	0	0	0	0	0	0	0	100	81320	0.09	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02	0.02
1N4148/android_kernel_samsung_espresso10	1426006650	1430565277	4558627	262673442	258114815	0	0	0	0	1	0	67	100	81320	0.09	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02	0.02
1N4148/android_kernel_samsung_msm8974	1438289913	1439741571	1451658	250390179	248938521	0	0	0	0	0	0	0	100	93299	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
1N4148/android_kernel_samsung_smdk4412	1425922330	1440338379	14416049	262757762	248341713	0	0	0	0	1	0	519	100	81196	0.09	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02	0.02
1N4148/kernel_smdk4412	1436210101	1436528935	318834	252469991	252151157	0	0	0	0	0	0	0	100	80900	0.09	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02	0.02
1nv4d3r5/android_kernel_oppo_find5	1388553620	1388506377	-47243	300126472	300173715	0	0	0	0	1	0	3	100	92350	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
1nv4d3r5/linux	1372407464	1372313349	-94115	316272628	316366743	0	0	0	0	1	0	48740	100	111365	0.1	0.04	0.04	0.04	0.03	0.03	0.02	0.02	0.02	0.02
1nv4d3r5/linux-1	1372407562	1372075418	-332144	316272530	316604674	0	0	0	0	1	0	4559	100	98361	0.1	0.04	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02
1uptalent/docker	1390472008	1434538267	44066259	298208084	254141825	0	0	0	0	1	0	18756	100	6766	0.19	0.18	0.16	0.07	0.06	0.04	0.04	0.03	0.02	0.02
292388900/jenkins	1437705062	1437679228	-25834	250975030	251000864	0	0	0	0	1	0	8166	100	10902	0.45	0.19	0.05	0.03	0.03	0.03	0.02	0.02	0.02	0.01
2947721120/cdnjs	1449637494	1465187024	15549530	239042598	223493068	0	0	0	1	0	0	0	100	14497	0.64	0.09	0.07	0.03	0.02	0.02	0.01	0.01	0.01	0.0
2betop/cdnjs	1389018804	1389022392	3588	299661288	299657700	0	0	0	0	1	0	4562	100	2951	0.31	0.23	0.15	0.02	0.02	0.01	0.01	0.01	0.01	0.01
2nd-yacuken/android_kernel_samsung_espresso10	1445417717	1478876092	33458375	243262375	209804000	0	0	0	0	0	1	1	100	81315	0.09	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02	0.02
3013216027/gitignore	1437991990	1437928773	-63217	250688102	250751319	0	0	0	0	1	0	84178	100	983	0.34	0.13	0.1	0.03	0.03	0.02	0.02	0.01	0.01	0.01
304471720/docker	1439863529	1439862404	-1125	248816563	248817688	0	0	0	0	1	0	18756	100	11311	0.13	0.11	0.08	0.07	0.06	0.06	0.04	0.04	0.04	0.04
311devs/primeng	1503417219	1565356682	61939463	185262873	123323410	0	0	0	0	1	1	4202	100	1285	0.33	0.25	0.08	0.06	0.04	0.03	0.02	0.01	0.01	0.01
31z4/official-images	1460907117	1687864157	226957040	227772975	815935	0	0	0	0	1	1	2201	100	25406	0.35	0.25	0.13	0.01	0.01	0.01	0.01	0.01	0.01	0.01
3EleVen/android_kernel_google_msm	1437443169	1437445368	2199	251236923	251234724	0	0	0	0	1	0	179	100	92080	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
3EleVen/android_kernel_motorola_ghost	1440388567	1440388909	342	248291525	248291183	0	0	0	0	1	0	33	100	92911	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
3lywa/gcconnex	1449795424	1449802627	7203	238884668	238877465	0	0	0	0	1	0	44	33	4677	0.5	0.3	0.1	0.04	0.03	0.01	0.0	0.0	0.0	0.0
3van/homebrew-cask	1426529452	1437426807	10897355	262150640	251253285	0	0	0	0	1	0	10288	100	31261	0.44	0.25	0.06	0.05	0.04	0.02	0.02	0.02	0.01	0.01
46890580/rk3188-kernel-3.0	1456838570	1471054762	14216192	231841522	217625330	0	0	0	0	0	3	3	100	83370	0.08	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
4get/gitignore	1437635385	1437608409	-26976	251044707	251071683	0	0	0	0	1	0	84178	100	982	0.34	0.13	0.1	0.03	0.03	0.02	0.02	0.01	0.01	0.01
4is2cbetter/docker	1432888870	1435138782	2249912	255791222	253541310	0	0	0	0	1	0	18756	100	10150	0.15	0.12	0.07	0.06	0.06	0.06	0.04	0.04	0.04	0.03
51itclub/pelican	1443655579	1443024010	-631569	245024513	245656082	0	0	0	0	1	0	1818	100	2256	0.31	0.21	0.06	0.03	0.03	0.02	0.02	0.02	0.02	0.01
5y/linux	1426249139	1426213280	-35859	262430953	262466812	1	0	0	0	1	0	48740	100	143728	0.1	0.04	0.04	0.04	0.02	0.02	0.02	0.02	0.02	0.02
619561504/gitignore	1441630932	1441537824	-93108	247049160	247142268	0	0	0	0	1	0	84178	100	993	0.33	0.12	0.1	0.04	0.03	0.02	0.02	0.01	0.01	0.01
627656505/linux	1442594681	1442593806	-875	246085411	246086286	0	0	0	0	1	0	48740	100	153960	0.1	0.04	0.04	0.04	0.02	0.02	0.02	0.02	0.02	0.02
6uclz1/homebrew-cask	1457952441	1457992920	40479	230727651	230687172	1	0	0	0	1	0	10288	100	38838	0.36	0.28	0.08	0.04	0.04	0.04	0.02	0.02	0.02	0.01
6WIND/jenkins	1421856835	1487349720	65492885	266823257	201330372	0	0	0	0	1	0	8166	100	10914	0.45	0.19	0.05	0.03	0.03	0.03	0.02	0.02	0.02	0.01
7420dev/android_kernel_samsung_zero	1450031165	1450712146	680981	238648927	237967946	4	0	0	0	0	9	9	100	113050	0.1	0.04	0.04	0.04	0.03	0.03	0.02	0.02	0.02	0.02
7420dev/android_kernel_samsung_zeroflte	1450031165	1450712146	680981	238648927	237967946	4	0	0	0	0	9	9	100	113050	0.1	0.04	0.04	0.04	0.03	0.03	0.02	0.02	0.02	0.02
777jon/g3_kernel	1420906981	1450129643	29222662	267773111	238550449	9	0	0	0	0	16	16	100	93450	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
82d28a/laikaboss	1443469510	1617717187	174247677	245210582	70962905	0	0	0	0	1	0	163	16	101	0.43	0.2	0.14	0.07	0.04	0.02	0.02	0.01	0.01	0.01
84506232/AK-OnePone	1415085254	1415082145	-3109	273594838	273597947	0	0	0	0	1	0	293	100	92380	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
88rabbit/newRails	1442258428	1493536162	51277734	246421664	195143930	0	0	0	0	1	0	21205	100	41121	0.1	0.09	0.09	0.09	0.06	0.05	0.04	0.04	0.03	0.03
8l/kitten	1439162140	1438725378	-436762	249517952	249954714	0	0	0	0	1	0	19	18	1002	0.6	0.18	0.08	0.04	0.03	0.02	0.02	0.0	0.0	0.0
90jrong/libmesh	1489769887	1561741225	71971338	198910205	126938867	0	0	0	0	1	0	271	57	14152	0.44	0.4	0.06	0.02	0.02	0.02	0.01	0.01	0.01	0.01
96boards/linux	1423138042	1534300905	111162863	265542050	154379187	19	0	0	4	1	24	48740	100	157770	0.1	0.04	0.04	0.04	0.02	0.02	0.02	0.02	0.02	0.02
96boards/wilink8-wlan_wl18xx	1431012547	1437025128	6012581	257667545	251654964	0	0	0	0	0	1	1	100	123621	0.1	0.04	0.04	0.04	0.03	0.03	0.02	0.02	0.02	0.02
96boards-bubblegum/linux	1457891667	1517588778	59697111	230788425	171091314	4	0	0	1	0	9	9	100	163571	0.1	0.04	0.04	0.04	0.02	0.02	0.02	0.02	0.02	0.02
997068329/gitignore	1442485700	1442389669	-96031	246194392	246290423	0	0	0	0	1	0	84178	100	995	0.33	0.12	0.1	0.04	0.03	0.02	0.02	0.01	0.01	0.01
a-martynovich/kernel_goldfish	1396251439	1396252144	705	292428653	292427948	0	0	0	0	0	0	0	100	92055	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
a-x/-homebrew-cask	1441971952	1441975118	3166	246708140	246704974	0	0	0	0	1	0	10286	100	32115	0.43	0.25	0.06	0.05	0.04	0.02	0.02	0.02	0.01	0.01
a1lu/Criterion	1455145202	1572385000	117239798	233534890	116295092	0	0	0	0	1	0	168	14	1334	0.97	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2109devs/lenovo_a2109a_kernel	1355343811	1355358904	15093	333336281	333321188	1	0	0	0	0	6	6	100	83085	0.09	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02	0.02
a33g-dev/android_kernel_samsung_a33g	1440747988	1441892257	1144269	247932104	246787835	0	0	0	0	0	0	0	100	112103	0.1	0.04	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02
a8m/cdnjs	1412839840	1412842305	2465	275840252	275837787	0	0	0	0	1	0	4562	100	5569	0.24	0.21	0.17	0.08	0.05	0.01	0.01	0.01	0.01	0.01
aaemnnosttv/timber	1428683727	1471899207	43215480	259996365	216780885	0	0	0	0	1	0	503	82	2146	0.85	0.03	0.01	0.01	0.01	0.01	0.01	0.01	0.0	0.0
aalfar-plt/gitignore	1443647030	1443573602	-73428	245033062	245106490	0	0	0	0	1	0	84174	100	996	0.33	0.12	0.1	0.04	0.03	0.02	0.02	0.01	0.01	0.01
aaloanm/linux	1410313616	1472341265	62027649	278366476	216338827	0	0	0	0	1	0	48634	100	173055	0.1	0.04	0.04	0.03	0.03	0.02	0.02	0.02	0.02	0.02
aaniin/AliPhysics	1491216840	1504615677	13398837	197463252	184064415	0	0	0	0	1	0	754	100	11191	0.09	0.07	0.05	0.05	0.04	0.04	0.04	0.04	0.03	0.03
aapav01/android_kernel_samsung_j7elte	1460457082	1467945502	7488420	228223010	220734590	2	0	0	0	0	3	3	100	112419	0.1	0.04	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02
aapav01/android_kernel_samsung_ms013g-2	1454325599	1454726730	401131	234354493	233953362	0	0	0	0	1	0	34	100	92387	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
aapav01/android_kernel_samsung_ms013g-caf	1435921391	1441621762	5700371	252758701	247058330	0	0	0	0	0	5	5	100	92521	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
aapav01/j7-mm-kernel	1472060508	1485186475	13125967	216619584	203493617	3	0	0	0	0	3	3	100	111735	0.1	0.04	0.04	0.04	0.03	0.03	0.02	0.02	0.02	0.02
aapav01/kernel_ms013g_3-4-x	1457254564	1481470208	24215644	231425528	207209884	0	0	0	0	0	5	5	100	93039	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
aaqibrasheed/cdnjs	1430375604	1430376020	416	258304488	258304072	0	0	0	0	1	0	4562	100	8935	0.47	0.15	0.11	0.05	0.04	0.04	0.01	0.01	0.0	0.0
aarchiba/scipy	1426774617	1568830790	142056173	261905475	119849302	0	0	0	0	1	0	4771	100	17855	0.17	0.14	0.06	0.05	0.05	0.04	0.03	0.03	0.02	0.02
aardgoose/three.js	1471184096	1688636148	217452052	217495996	43944	0	0	0	0	1	0	34829	100	35866	0.51	0.12	0.05	0.03	0.02	0.02	0.02	0.02	0.02	0.01
AAROC/invenio	1425051632	1440691414	15639782	263628460	247988678	0	0	0	0	1	0	287	88	11237	0.4	0.14	0.12	0.09	0.03	0.03	0.03	0.02	0.02	0.02
aaron-clark-aic/gitignore	1443163255	1443159826	-3429	245516837	245520266	0	0	0	0	1	0	84174	100	996	0.33	0.12	0.1	0.04	0.03	0.02	0.02	0.01	0.01	0.01
aarondav/docker	1428870413	1437955016	9084603	259809679	250725076	0	0	0	0	1	0	18758	100	9338	0.16	0.13	0.07	0.07	0.06	0.05	0.05	0.04	0.04	0.03
aaronknister/linux-stable	1450547342	1450573932	26590	238132750	238106160	0	0	0	0	0	0	0	100	157544	0.1	0.04	0.04	0.04	0.02	0.02	0.02	0.02	0.02	0.02
aaronkvanmeerten/nagios	1398715944	1435698739	36982795	289964148	252981353	0	0	0	0	1	0	281	54	762	0.62	0.16	0.02	0.02	0.02	0.01	0.01	0.01	0.01	0.01
aaronlehmann/docker	1437504299	1642729394	205225095	251175793	45950698	0	0	0	0	1	0	18758	100	13996	0.11	0.09	0.08	0.07	0.05	0.05	0.05	0.04	0.03	0.03
AaronNGray/Freescale-kernel	1454975870	1454979368	3498	233704222	233700724	0	0	0	0	0	0	0	100	86234	0.09	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02	0.02
aaronpoweruser/android_kernel_oppo_find5	1369517411	1374523887	5006476	319162681	314156205	0	0	0	0	0	0	0	100	92338	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
aashish24/cdnjs	1443154567	1443127137	-27430	245525525	245552955	0	0	0	0	1	0	4562	100	12500	0.59	0.11	0.08	0.04	0.03	0.03	0.01	0.01	0.01	0.0
aashish24/VTK-old	1256853873	1360087176	103233303	431826219	328592916	1	0	0	0	0	6	6	93	25676	0.14	0.11	0.09	0.07	0.06	0.06	0.05	0.05	0.05	0.04
aaudiber/alluxio	1456297635	1557524663	101227028	232382457	131155429	1	0	0	0	1	1	2847	100	25984	0.15	0.14	0.11	0.09	0.07	0.06	0.06	0.04	0.03	0.03
AayushRd7/Xeski	1480680627	1493191016	12510389	207999465	195489076	0	0	0	0	0	0	0	100	112278	0.1	0.04	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02
Aayushya/kernel_motorola_msm8226	1442060727	1442470465	409738	246619365	246209627	0	0	0	0	1	1	13	100	93219	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
ABaldwinHunter/docker	1437686149	1438108844	422695	250993943	250571248	0	0	0	0	1	0	18756	100	10854	0.14	0.12	0.07	0.07	0.06	0.06	0.04	0.04	0.04	0.03
abalkin/numpy	1352068509	1597525344	245456835	336611583	91154748	0	0	0	0	1	0	8286	100	20577	0.22	0.1	0.07	0.06	0.06	0.05	0.04	0.04	0.04	0.04
abate/opam	1424785350	1466609445	41824095	263894742	222070647	1	0	0	0	1	0	336	62	4983	0.45	0.39	0.07	0.03	0.01	0.01	0.01	0.0	0.0	0.0
abate/opam-repository	1434193534	1627308132	193114598	254486558	61371960	1	0	0	0	1	0	993	100	38206	0.2	0.18	0.11	0.06	0.05	0.03	0.02	0.02	0.02	0.01
abbychau/cdnjs	1433084655	1433065457	-19198	255595437	255614635	0	0	0	0	1	0	4562	100	9502	0.5	0.14	0.1	0.05	0.04	0.03	0.01	0.0	0.0	0.0
abcdjdj/maximus	1402492315	1414582514	12090199	286187777	274097578	1	0	0	0	0	0	0	100	92369	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
abdulla-alali/CRE-NS3	1394812366	1543400160	148587794	293867726	145279932	12	0	0	4	0	20	20	76	1975	0.54	0.09	0.07	0.03	0.03	0.03	0.02	0.02	0.02	0.01
AbdulMuhsinSE/gitignore	1442104403	1442083015	-21388	246575689	246597077	0	0	0	0	1	0	84178	100	995	0.33	0.12	0.1	0.04	0.03	0.02	0.02	0.01	0.01	0.01
abele/bokeh	1437839588	1440440061	2600473	250840504	248240031	0	0	0	0	1	0	4109	91	7130	0.44	0.15	0.14	0.07	0.06	0.03	0.02	0.01	0.01	0.01
abenjamin765/cdnjs	1409681209	1409681815	606	278998883	278998277	0	0	0	0	1	0	4562	100	5111	0.26	0.19	0.15	0.09	0.05	0.01	0.01	0.01	0.01	0.01
abev66/linux-kernel-vta2-N7	1364930574	1365853409	922835	323749518	322826683	1	0	0	0	0	0	0	100	83072	0.09	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02	0.02
abev66/linux-kernel-vta2-ns	1341895411	1381254816	39359405	346784681	307425276	1	0	0	0	0	2	2	100	81145	0.09	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02	0.02
abev66/ubuntu-raring	1380809964	1381733021	923057	307870128	306947071	1	0	0	0	0	0	0	100	104965	0.1	0.04	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02
abhi901abhi/cdnjs	1405857180	1405855389	-1791	282822912	282824703	0	0	0	0	1	0	4562	100	4639	0.28	0.21	0.1	0.09	0.06	0.01	0.01	0.01	0.01	0.01
abhiii5459/sympy	1443615329	1443578006	-37323	245064763	245102086	0	0	0	0	1	0	3987	100	18735	0.2	0.13	0.08	0.08	0.06	0.04	0.02	0.02	0.02	0.02
abhijeet-dev/ll-arndale-octa	1398435486	1403090855	4655369	290244606	285589237	4	0	0	0	0	1	1	100	124085	0.1	0.04	0.04	0.04	0.03	0.03	0.02	0.02	0.02	0.02
Abhinav1997/android_kernel_lge_gee	1444379659	1444395840	16181	244300433	244284252	0	0	0	0	0	12	12	100	92051	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
Abhinav1997/kernel-1	1419918115	1410870599	-9047516	268761977	277809493	0	0	0	0	0	0	0	100	92369	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
Abhinav1997/kernel_cyanogen_msm8916	1443947715	1442840525	-1107190	244732377	245839567	0	0	0	0	1	0	3	100	112133	0.1	0.04	0.04	0.04	0.03	0.03	0.02	0.02	0.02	0.02
Abhinav1997/kernel_sony_msm8930	1445365007	1445372720	7713	243315085	243307372	1	0	0	0	0	0	0	100	92370	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
abhinavdahiya/docker	1458825905	1469593054	10767149	229854187	219087038	0	0	0	0	1	0	18758	100	17787	0.08	0.07	0.07	0.07	0.06	0.06	0.04	0.04	0.04	0.04
abhinavmoudgil95/root	1457606639	1489913711	32307072	231073453	198766381	0	0	0	0	1	0	1158	99	38844	0.22	0.15	0.12	0.09	0.07	0.06	0.04	0.04	0.03	0.02
Abhishek-karmakar/caf-kernel-msm8916	1449141095	1449229543	88448	239538997	239450549	0	0	0	0	0	3	3	100	112117	0.1	0.04	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02
abhisit/TechNexion-linux	1477369456	1498896622	21527166	211310636	189783470	0	0	0	0	1	0	48634	100	147652	0.1	0.04	0.04	0.04	0.02	0.02	0.02	0.02	0.02	0.02
abims-sbr/bioconda-recipes	1489760607	1540197619	50437012	198919485	148482473	0	0	0	0	1	0	2658	100	16337	0.18	0.08	0.08	0.07	0.05	0.04	0.04	0.03	0.02	0.02
abiosoft/docker	1423434295	1435011236	11576941	265245797	253668856	1	0	0	0	1	0	18758	100	10381	0.14	0.12	0.07	0.07	0.06	0.06	0.04	0.04	0.04	0.04
abloomston/sympy	1429822358	1440814492	10992134	258857734	247865600	0	0	0	0	1	0	3987	100	18083	0.2	0.13	0.08	0.08	0.06	0.04	0.03	0.02	0.02	0.01
ably-forks/node-http-proxy	1434262596	1660511313	226248717	254417496	28168779	0	0	0	0	1	0	1940	100	997	0.25	0.14	0.12	0.08	0.08	0.05	0.04	0.02	0.01	0.01
abmorton/gitignore	1443654465	1443573602	-80863	245025627	245106490	0	0	0	0	1	0	84174	100	996	0.33	0.12	0.1	0.04	0.03	0.02	0.02	0.01	0.01	0.01
abouteiller/ucx	1438204331	1476194565	37990234	250475761	212485527	0	0	0	0	1	0	358	16	1810	0.56	0.18	0.07	0.06	0.05	0.03	0.02	0.0	0.0	0.0
abrahamvarricatt/pelican	1433296782	1445872938	12576156	255383310	242807154	0	0	0	0	1	0	1818	100	2266	0.31	0.21	0.06	0.03	0.03	0.02	0.02	0.02	0.02	0.02
abridgett/boto	1439472505	1439541702	69197	249207587	249138390	0	0	0	0	1	0	2328	100	4065	0.26	0.16	0.13	0.09	0.05	0.03	0.03	0.02	0.02	0.01
abrt/abrt	1359729484	1688583997	328854513	328950608	96095	219	0	0	139	0	74	74	78	2108	0.35	0.1	0.06	0.06	0.06	0.05	0.05	0.04	0.04	0.03
